,filename,alpha,beta,B,E
0,../data/rcsb/pdb_files/pdb2uxp.ent,0.7031630170316302,0.004866180048661801,0.004866180048661801,0.0
1,../data/rcsb/pdb_files/pdb6hhc.ent,0.036585365853658534,0.4481707317073171,0.018292682926829267,0.4298780487804878
2,../data/rcsb/pdb_files/pdb1h3m.ent,0.279445727482679,0.2748267898383372,0.004618937644341801,0.2702078521939954
3,../data/rcsb/pdb_files/pdb3vzh.ent,0.15463917525773196,0.4020618556701031,0.015463917525773196,0.3865979381443299
4,../data/rcsb/pdb_files/pdb5dki.ent,0.3332282471626734,0.29035308953341743,0.013083228247162673,0.27726986128625475
5,../data/rcsb/pdb_files/pdb3bi3.ent,0.12437810945273632,0.3781094527363184,0.01990049751243781,0.3582089552238806
6,../data/rcsb/pdb_files/pdb3oui.ent,0.25263157894736843,0.3368421052631579,0.021052631578947368,0.3157894736842105
7,../data/rcsb/pdb_files/pdb6e5g.ent,0.12289156626506025,0.4891566265060241,0.004819277108433735,0.4843373493975904
8,../data/rcsb/pdb_files/pdb2ks6.ent,0.34328358208955223,0.19900497512437812,0.0,0.19900497512437812
9,../data/rcsb/pdb_files/pdb2gxu.ent,0.44390243902439025,0.14634146341463414,0.0,0.14634146341463414
10,../data/rcsb/pdb_files/pdb5i16.ent,0.02240566037735849,0.5165094339622642,0.01179245283018868,0.5047169811320755
11,../data/rcsb/pdb_files/pdb6o5c.ent,0.38424821002386633,0.18615751789976132,0.014319809069212411,0.1718377088305489
12,../data/rcsb/pdb_files/pdb3aks.ent,0.05263157894736842,0.6263157894736842,0.0,0.6263157894736842
13,../data/rcsb/pdb_files/pdb4buw.ent,0.19424460431654678,0.2973621103117506,0.009592326139088728,0.28776978417266186
14,../data/rcsb/pdb_files/pdb7sxy.ent,0.4328732747804266,0.09786700125470515,0.012547051442910916,0.08531994981179424
15,../data/rcsb/pdb_files/pdb4ltd.ent,0.34759358288770054,0.20855614973262032,0.0213903743315508,0.18716577540106952
16,../data/rcsb/pdb_files/pdb2j4l.ent,0.42365330093155124,0.18266504657756177,0.013365735115431349,0.16929931146213043
17,../data/rcsb/pdb_files/pdb5cxr.ent,0.4626865671641791,0.15422885572139303,0.0,0.15422885572139303
18,../data/rcsb/pdb_files/pdb4l1g.ent,0.4133489461358314,0.1639344262295082,0.00936768149882904,0.15456674473067916
