,filename,alpha,beta,B,E
0,../data/rcsb/pdb_files/pdb4f9v.ent,0.3234323432343234,0.19801980198019803,0.0,0.19801980198019803
1,../data/rcsb/pdb_files/pdb5d41.ent,0.36212624584717606,0.16279069767441862,0.014950166112956811,0.1478405315614618
2,../data/rcsb/pdb_files/pdb1zg8.ent,0.36323851203501095,0.16849015317286653,0.0087527352297593,0.15973741794310722
3,../data/rcsb/pdb_files/pdb7kly.ent,0.44819819819819817,0.13851351351351351,0.0,0.13851351351351351
4,../data/rcsb/pdb_files/pdb3ufg.ent,0.4013840830449827,0.22491349480968859,0.005190311418685121,0.21972318339100347
5,../data/rcsb/pdb_files/pdb4ho9.ent,0.3316151202749141,0.23539518900343642,0.00859106529209622,0.2268041237113402
6,../data/rcsb/pdb_files/pdb5kon.ent,0.03225806451612903,0.3548387096774193,0.035483870967741936,0.3193548387096774
7,../data/rcsb/pdb_files/pdb6iyy.ent,0.0,0.5192307692307693,0.003205128205128205,0.5160256410256411
8,../data/rcsb/pdb_files/pdb6v6k.ent,0.3569682151589242,0.16055419722901385,0.015484922575387123,0.14506927465362673
9,../data/rcsb/pdb_files/pdb6ssy.ent,0.453781512605042,0.1949579831932773,0.0033613445378151263,0.1915966386554622
10,../data/rcsb/pdb_files/pdb5lwn.ent,0.3724137931034483,0.21034482758620687,0.006896551724137931,0.20344827586206896
11,../data/rcsb/pdb_files/pdb6tm5.ent,0.5826044104964888,0.055439201675495875,0.004311937908094123,0.05112726376740175
12,../data/rcsb/pdb_files/pdb1h5g.ent,0.4444444444444444,0.04575163398692811,0.026143790849673203,0.0196078431372549
13,../data/rcsb/pdb_files/pdb3o4p.ent,0.0,0.5159235668789809,0.028662420382165606,0.4872611464968153
14,../data/rcsb/pdb_files/pdb6rky.ent,0.3682539682539683,0.19682539682539682,0.0,0.19682539682539682
15,../data/rcsb/pdb_files/pdb5iqe.ent,0.4608177172061329,0.16354344122657583,0.0068143100511073255,0.1567291311754685
16,../data/rcsb/pdb_files/pdb6bpe.ent,0.41112123974475845,0.2128532360984503,0.015496809480401094,0.19735642661804922
17,../data/rcsb/pdb_files/pdb2y04.ent,0.7808219178082192,0.003424657534246575,0.003424657534246575,0.0
18,../data/rcsb/pdb_files/pdb5a9t.ent,0.46153846153846156,0.14335664335664336,0.006993006993006993,0.13636363636363635
19,../data/rcsb/pdb_files/pdb1h1w.ent,0.3192982456140351,0.16842105263157894,0.007017543859649123,0.16140350877192983
20,../data/rcsb/pdb_files/pdb3gn6.ent,0.2847514743049705,0.3074978938500421,0.015164279696714406,0.2923336141533277
21,../data/rcsb/pdb_files/pdb3eie.ent,0.3927392739273927,0.14851485148514854,0.0033003300330033004,0.14521452145214522
22,../data/rcsb/pdb_files/pdb2h03.ent,0.3402777777777778,0.22916666666666666,0.0,0.22916666666666666
23,../data/rcsb/pdb_files/pdb2orp.ent,0.3026315789473684,0.1644736842105263,0.023026315789473683,0.14144736842105263
24,../data/rcsb/pdb_files/pdb7mhp.ent,0.22549019607843138,0.27124183006535946,0.0196078431372549,0.25163398692810457
25,../data/rcsb/pdb_files/pdb7lrz.ent,0.09477124183006536,0.22549019607843138,0.013071895424836602,0.21241830065359477
26,../data/rcsb/pdb_files/pdb6rr5.ent,0.28213689482470783,0.25709515859766274,0.02671118530884808,0.2303839732888147
27,../data/rcsb/pdb_files/pdb2oy8.ent,0.025396825396825397,0.5523809523809523,0.006349206349206349,0.546031746031746
28,../data/rcsb/pdb_files/pdb2pse.ent,0.3540983606557377,0.16721311475409836,0.009836065573770493,0.15737704918032788
29,../data/rcsb/pdb_files/pdb3exg.ent,0.3760334417092429,0.15615420343706457,0.0041802136553646075,0.15197398978169996
30,../data/rcsb/pdb_files/pdb4a5p.ent,0.4180602006688963,0.20735785953177258,0.006688963210702341,0.20066889632107024
31,../data/rcsb/pdb_files/pdb3n0d.ent,0.0,0.49206349206349204,0.006349206349206349,0.4857142857142857
32,../data/rcsb/pdb_files/pdb3eqb.ent,0.39100346020761245,0.15916955017301038,0.006920415224913495,0.1522491349480969
33,../data/rcsb/pdb_files/pdb1yip.ent,0.0,0.48553054662379425,0.01929260450160772,0.4662379421221865
34,../data/rcsb/pdb_files/pdb7jgs.ent,0.5142405063291139,0.09375,0.00435126582278481,0.0893987341772152
35,../data/rcsb/pdb_files/pdb6dzg.ent,0.4331597222222222,0.14149305555555555,0.0,0.14149305555555555
36,../data/rcsb/pdb_files/pdb2uy3.ent,0.2912280701754386,0.21052631578947367,0.014035087719298246,0.19649122807017544
37,../data/rcsb/pdb_files/pdb7k1i.ent,0.3472222222222222,0.1736111111111111,0.013888888888888888,0.1597222222222222
38,../data/rcsb/pdb_files/pdb1w9y.ent,0.348993288590604,0.20134228187919462,0.003355704697986577,0.19798657718120805
39,../data/rcsb/pdb_files/pdb6yy7.ent,0.28135593220338984,0.25084745762711863,0.010169491525423728,0.24067796610169492
40,../data/rcsb/pdb_files/pdb5rgb.ent,0.41638795986622074,0.1906354515050167,0.023411371237458192,0.16722408026755853
41,../data/rcsb/pdb_files/pdb4p3x.ent,0.4557377049180328,0.16065573770491803,0.003278688524590164,0.15737704918032788
42,../data/rcsb/pdb_files/pdb2nvc.ent,0.3333333333333333,0.1523809523809524,0.031746031746031744,0.12063492063492064
43,../data/rcsb/pdb_files/pdb6k0e.ent,0.18118466898954705,0.20905923344947736,0.0313588850174216,0.17770034843205576
44,../data/rcsb/pdb_files/pdb3ast.ent,0.03915171288743882,0.31484502446982054,0.03588907014681892,0.27895595432300163
45,../data/rcsb/pdb_files/pdb4n01.ent,0.3547297297297297,0.19594594594594594,0.0,0.19594594594594594
46,../data/rcsb/pdb_files/pdb3wvi.ent,0.5536912751677853,0.11325503355704697,0.013422818791946308,0.09983221476510067
47,../data/rcsb/pdb_files/pdb6dlo.ent,0.028985507246376812,0.5265700483091788,0.0,0.5265700483091788
48,../data/rcsb/pdb_files/pdb3g0s.ent,0.4244482173174873,0.13242784380305603,0.006791171477079796,0.12563667232597622
49,../data/rcsb/pdb_files/pdb2bol.ent,0.16074450084602368,0.37055837563451777,0.02030456852791878,0.350253807106599
50,../data/rcsb/pdb_files/pdb2i3r.ent,0.3421985815602837,0.2127659574468085,0.0,0.2127659574468085
51,../data/rcsb/pdb_files/pdb7a1u.ent,0.2262295081967213,0.2885245901639344,0.019672131147540985,0.26885245901639343
52,../data/rcsb/pdb_files/pdb5gza.ent,0.33793103448275863,0.18275862068965518,0.03103448275862069,0.15172413793103448
53,../data/rcsb/pdb_files/pdb3m2w.ent,0.3482758620689655,0.20344827586206898,0.017241379310344827,0.18620689655172415
54,../data/rcsb/pdb_files/pdb2o53.ent,0.23509933774834438,0.26821192052980136,0.026490066225165563,0.24172185430463577
55,../data/rcsb/pdb_files/pdb6y23.ent,0.3084522502744237,0.1734357848518112,0.024149286498353458,0.14928649835345773
56,../data/rcsb/pdb_files/pdb1mkq.ent,0.4421768707482993,0.09523809523809523,0.013605442176870748,0.08163265306122448
57,../data/rcsb/pdb_files/pdb6e0l.ent,0.410958904109589,0.18493150684931506,0.0136986301369863,0.17123287671232876
58,../data/rcsb/pdb_files/pdb6xva.ent,0.3402061855670103,0.18213058419243988,0.020618556701030927,0.16151202749140894
59,../data/rcsb/pdb_files/pdb5feq.ent,0.3275862068965517,0.19999999999999998,0.02413793103448276,0.17586206896551723
60,../data/rcsb/pdb_files/pdb3mfu.ent,0.41721854304635764,0.16887417218543047,0.013245033112582781,0.15562913907284767
61,../data/rcsb/pdb_files/pdb4n2r.ent,0.0,0.4640522875816993,0.0196078431372549,0.4444444444444444
62,../data/rcsb/pdb_files/pdb5uit.ent,0.3660245183887916,0.1786339754816112,0.017513134851138354,0.16112084063047286
63,../data/rcsb/pdb_files/pdb6dq7.ent,0.22108843537414966,0.22789115646258504,0.003401360544217687,0.22448979591836735
64,../data/rcsb/pdb_files/pdb1ws3.ent,0.25359256128486896,0.4243448858833474,0.02197802197802198,0.40236686390532544
65,../data/rcsb/pdb_files/pdb1uf8.ent,0.22772277227722773,0.2838283828382838,0.013201320132013201,0.2706270627062706
66,../data/rcsb/pdb_files/pdb3py0.ent,0.282312925170068,0.1564625850340136,0.003401360544217687,0.15306122448979592
67,../data/rcsb/pdb_files/pdb6aqn.ent,0.48,0.11,0.0033333333333333335,0.10666666666666667
68,../data/rcsb/pdb_files/pdb7cux.ent,0.2987528344671202,0.29081632653061223,0.011337868480725623,0.27947845804988664
69,../data/rcsb/pdb_files/pdb6qip.ent,0.47523709167544786,0.1696522655426765,0.004214963119072708,0.1654373024236038
70,../data/rcsb/pdb_files/pdb6gro.ent,0.3515358361774744,0.19112627986348124,0.017064846416382253,0.17406143344709898
71,../data/rcsb/pdb_files/pdb4ldw.ent,0.1984251968503937,0.305511811023622,0.0015748031496062992,0.30393700787401573
72,../data/rcsb/pdb_files/pdb1zwj.ent,0.25333333333333335,0.24,0.006666666666666667,0.23333333333333334
