,filename,alpha,beta,B,E
0,../data/rcsb/pdb_files/pdb3irw.ent,0.3,0.26666666666666666,0.0,0.26666666666666666
1,../data/rcsb/pdb_files/pdb4rt5.ent,0.1564625850340136,0.380952380952381,0.006802721088435374,0.3741496598639456
2,../data/rcsb/pdb_files/pdb7ab7.ent,0.22380952380952382,0.38095238095238093,0.0,0.38095238095238093
3,../data/rcsb/pdb_files/pdb3cn2.ent,0.0,0.0,0.0,0.0
4,../data/rcsb/pdb_files/pdb5yo4.ent,0.7380952380952381,0.0,0.0,0.0
5,../data/rcsb/pdb_files/pdb3wa9.ent,0.0,0.0,0.0,0.0
6,../data/rcsb/pdb_files/pdb4kmn.ent,0.3592233009708738,0.07766990291262135,0.0,0.07766990291262135
7,../data/rcsb/pdb_files/pdb2d8e.ent,0.7954545454545454,0.0,0.0,0.0
8,../data/rcsb/pdb_files/pdb5dtd.ent,0.0,0.0,0.0,0.0
9,../data/rcsb/pdb_files/pdb5pes.ent,0.5739130434782609,0.0,0.0,0.0
10,../data/rcsb/pdb_files/pdb4dnd.ent,0.0,0.0,0.0,0.0
11,../data/rcsb/pdb_files/pdb1kcq.ent,0.0,0.0,0.0,0.0
12,../data/rcsb/pdb_files/pdb1hpo.ent,0.0,0.0,0.0,0.0
13,../data/rcsb/pdb_files/pdb2pwc.ent,0.04040404040404041,0.5404040404040404,0.0,0.5404040404040404
14,../data/rcsb/pdb_files/pdb6f7y.ent,0.0,0.7142857142857143,0.0,0.7142857142857143
15,../data/rcsb/pdb_files/pdb1f68.ent,0.6407766990291263,0.0,0.0,0.0
16,../data/rcsb/pdb_files/pdb3g98.ent,0.0,0.0,0.0,0.0
17,../data/rcsb/pdb_files/pdb5pfs.ent,0.5652173913043478,0.0,0.0,0.0
18,../data/rcsb/pdb_files/pdb2pjw.ent,0.8212290502793296,0.0,0.0,0.0
19,../data/rcsb/pdb_files/pdb2kt5.ent,0.12195121951219512,0.15853658536585366,0.0,0.15853658536585366
20,../data/rcsb/pdb_files/pdb1t6w.ent,0.0,0.5252525252525253,0.0,0.5252525252525253
21,../data/rcsb/pdb_files/pdb1hko.ent,0.0,0.0,0.0,0.0
22,../data/rcsb/pdb_files/pdb5by5.ent,0.0,0.0,0.0,0.0
23,../data/rcsb/pdb_files/pdb3rhe.ent,0.0,0.0,0.0,0.0
24,../data/rcsb/pdb_files/pdb3gwl.ent,0.7019230769230769,0.0,0.0,0.0
25,../data/rcsb/pdb_files/pdb5kqx.ent,0.04040404040404041,0.5505050505050505,0.0,0.5505050505050505
26,../data/rcsb/pdb_files/pdb1gjj.ent,0.3763440860215054,0.21505376344086025,0.043010752688172046,0.17204301075268819
27,../data/rcsb/pdb_files/pdb2naz.ent,0.27522935779816515,0.1651376146788991,0.0,0.1651376146788991
28,../data/rcsb/pdb_files/pdb2i4d.ent,0.04040404040404041,0.5353535353535354,0.0,0.5353535353535354
29,../data/rcsb/pdb_files/pdb4n6v.ent,0.0,0.0,0.0,0.0
30,../data/rcsb/pdb_files/pdb4l1d.ent,0.0,0.0,0.0,0.0
31,../data/rcsb/pdb_files/pdb5hcw.ent,0.0,0.0,0.0,0.0
32,../data/rcsb/pdb_files/pdb5kz9.ent,0.0,0.0,0.0,0.0
33,../data/rcsb/pdb_files/pdb1mjv.ent,0.125,0.6041666666666666,0.03125,0.5729166666666666
34,../data/rcsb/pdb_files/pdb2k9k.ent,0.14150943396226415,0.2641509433962264,0.0,0.2641509433962264
35,../data/rcsb/pdb_files/pdb7qic.ent,0.0,0.0,0.0,0.0
36,../data/rcsb/pdb_files/pdb1v4r.ent,0.27,0.06999999999999999,0.01,0.06
37,../data/rcsb/pdb_files/pdb3r9l.ent,0.36607142857142855,0.1875,0.0,0.1875
38,../data/rcsb/pdb_files/pdb6ogv.ent,0.04040404040404041,0.5050505050505051,0.0,0.5050505050505051
39,../data/rcsb/pdb_files/pdb6bx5.ent,0.4276018099547511,0.2579185520361991,0.0,0.2579185520361991
40,../data/rcsb/pdb_files/pdb3lf5.ent,0.5485714285714286,0.12,0.011428571428571429,0.10857142857142857
